path,subset,damage_type,location,lon,lat
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\77.0204_15.6726.jpg,validation_another,notdamage,77.0204_15.6726,77.0204,15.6726
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\85.9283_19.0123.jpg,validation_another,notdamage,85.9283_19.0123,85.9283,19.0123
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.4954_25.6263.jpg,validation_another,notdamage,96.4954_25.6263,96.4954,25.6263
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.5451_11.3745.jpg,validation_another,notdamage,78.5451_11.3745,78.5451,11.3745
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.7195_18.5482.jpg,validation_another,notdamage,96.7195_18.5482,96.7195,18.5482
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\86.2149_32.3509.jpg,validation_another,notdamage,86.2149_32.3509,86.2149,32.3509
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\93.8943_22.821.jpg,validation_another,notdamage,93.8943_22.821,93.8943,22.821
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.7337_34.7548.jpg,validation_another,notdamage,96.7337_34.7548,96.7337,34.7548
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\96.7653_34.3708.jpg,validation_another,notdamage,96.7653_34.3708,96.7653,34.3708
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\85.6093_17.3457.jpg,validation_another,notdamage,85.6093_17.3457,85.6093,17.3457
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\83.9351_34.8359.jpg,validation_another,notdamage,83.9351_34.8359,83.9351,34.8359
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\78.3257_29.3018.jpg,validation_another,notdamage,78.3257_29.3018,78.3257,29.3018
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\notdamage\76.9927_14.5504.jpg,validation_another,notdamage,76.9927_14.5504,76.9927,14.5504
